BLOCKSIZE,L1_ASSOC,L1_SIZE,L1_miss_rate,L2_ASSOC,L2_SIZE,L2_miss_rate,PREF_M,PREF_N,TRACE,prefetches,sweep,trace
16,2,64,0.4721,8,512,0.4116,1,1,,0,,gcc.trace.txt
32,4,16,,4,512,,2,2,,,,gcc.trace.txt
16,1,8,,2,0,,2,1,,,,gcc.trace.txt
16,1,64,0.4967,8,256,0.5219,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,4,128,0.6518,2,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,256,0.4138,1,0,,0,,gcc.trace.txt
16,2,16,,2,512,,0,1,,,,gcc.trace.txt
16,8,32768,0.0475,4,262144,0.993,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,4,524288,0.608,0,0,,0,,gcc.trace.txt
16,2,16,,4,256,,2,2,,,,gcc.trace.txt
16,8,64,,1,512,,1,2,,,,gcc.trace.txt
32,4,8,,1,128,,0,1,,,,gcc.trace.txt
16,1,16,,2,0,,1,2,,,,gcc.trace.txt
16,1,32,,2,0,,1,1,,,,gcc.trace.txt
16,4,8,,4,512,,0,0,,,,gcc.trace.txt
32,2,32,,8,512,,2,2,,,,gcc.trace.txt
32,4,8,,1,0,,0,0,,,,gcc.trace.txt
16,2,64,0.4721,2,128,0.7765,2,1,,0,,gcc.trace.txt
16,2,16,,4,0,,0,2,,,,gcc.trace.txt
32,8,32,,1,512,,2,1,,,,gcc.trace.txt
16,4,32,,8,256,,2,2,,,,gcc.trace.txt
32,4,2048,0.0962,2,131072,0.2692,0,0,,0,,gcc.trace.txt
64,1,8192,0.0658,8,131072,0.2206,0,0,,0,,gcc.trace.txt
16,1,2048,0.1506,2,262144,0.3131,0,0,,0,,gcc.trace.txt
16,2,32,,4,0,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,1,512,0.4942,0,1,,0,,gcc.trace.txt
32,2,16,,8,0,,0,0,,,,gcc.trace.txt
16,1,2048,0.1506,8,131072,0.313,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,1,256,0.6241,1,0,,0,,gcc.trace.txt
64,1,8192,0.0658,2,262144,0.2209,0,0,,0,,gcc.trace.txt
16,4,8,,1,128,,1,2,,,,gcc.trace.txt
16,8,16,,4,512,,2,0,,,,gcc.trace.txt
32,8,2048,0.0907,8,16384,0.3053,0,0,,0,,gcc.trace.txt
32,4,2048,0.0962,8,262144,0.2683,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,4,128,0.7537,0,2,,0,,gcc.trace.txt
32,4,32,,8,256,,2,2,,,,gcc.trace.txt
16,8,32,,1,512,,2,1,,,,gcc.trace.txt
16,2,8,,4,256,,0,0,,,,gcc.trace.txt
32,1,8,,1,128,,1,0,,,,gcc.trace.txt
16,4,16,,4,0,,1,0,,,,gcc.trace.txt
16,1,8,,4,512,,1,1,,,,gcc.trace.txt
16,1,1024,0.1922,2,524288,0.2452,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,512,0.4971,0,1,,0,,gcc.trace.txt
32,4,32,,8,0,,1,1,,,,gcc.trace.txt
32,2,64,0.5039,1,256,0.6437,1,0,,0,,gcc.trace.txt
32,8,16,,4,512,,2,0,,,,gcc.trace.txt
32,4,16,,8,0,,1,2,,,,gcc.trace.txt
32,4,1024,0.1427,8,524288,0.1809,0,0,,0,,gcc.trace.txt
32,1,8,,2,256,,2,1,,,,gcc.trace.txt
32,2,8,,1,0,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,8,512,0.343,2,2,,0,,gcc.trace.txt
32,1,32768,0.0377,2,131072,0.6874,0,0,,0,,gcc.trace.txt
32,1,8,,4,512,,0,2,,,,gcc.trace.txt
16,4,64,0.4645,1,512,0.5158,1,0,,0,,gcc.trace.txt
32,1,32768,0.0377,8,262144,0.6852,0,0,,0,,gcc.trace.txt
32,8,16,,2,0,,0,0,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,2,1,,0,,gcc.trace.txt
64,1,1024,0.2149,4,131072,0.0676,0,0,,0,,gcc.trace.txt
16,8,8,,4,512,,0,2,,,,gcc.trace.txt
32,1,16,,2,256,,1,0,,,,gcc.trace.txt
32,2,16,,2,512,,0,1,,,,gcc.trace.txt
16,8,16,,1,0,,2,0,,,,gcc.trace.txt
16,8,8,,2,256,,2,1,,,,gcc.trace.txt
32,2,16,,4,256,,2,2,,,,gcc.trace.txt
16,4,64,0.4645,8,256,0.5548,1,1,,0,,gcc.trace.txt
32,1,16,,1,128,,2,1,,,,gcc.trace.txt
16,4,16,,2,256,,0,1,,,,gcc.trace.txt
32,2,8,,8,128,,0,0,,,,gcc.trace.txt
16,2,32,0.5666,2,128,0.6525,1,2,,0,,gcc.trace.txt
16,8,32,,8,256,,2,0,,,,gcc.trace.txt
16,8,8,,1,128,,1,0,,,,gcc.trace.txt
16,4,16,,4,512,,2,2,,,,gcc.trace.txt
32,1,64,0.5338,8,256,0.529,0,0,,0,,gcc.trace.txt
32,1,8,,8,0,,2,0,,,,gcc.trace.txt
64,8,1024,0.1473,0,0,0.0,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,4,128,0.5946,2,0,,0,,gcc.trace.txt
32,8,8,,4,512,,1,1,,,,gcc.trace.txt
16,2,64,,8,0,,1,2,,,,gcc.trace.txt
32,2,1024,0.156,4,131072,0.1655,0,0,,0,,gcc.trace.txt
32,2,64,,4,0,,1,0,,,,gcc.trace.txt
16,2,16,,2,128,,0,0,,,,gcc.trace.txt
32,4,8,,8,256,,0,1,,,,gcc.trace.txt
16,4,8,,8,256,,1,2,,,,gcc.trace.txt
32,1,32,,4,0,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,1,0,,0,,gcc.trace.txt
32,1,16384,0.0461,4,131072,0.5602,0,0,,0,,gcc.trace.txt
32,1,16,,4,0,,2,1,,,,gcc.trace.txt
32,1,32,0.6165,4,512,0.3262,2,1,,0,,gcc.trace.txt
16,8,64,,2,256,,2,2,,,,gcc.trace.txt
16,2,8,,1,0,,2,2,,,,gcc.trace.txt
16,1,32,,8,0,,2,0,,,,gcc.trace.txt
16,1,16,0.6836,1,512,0.359,2,0,,0,,gcc.trace.txt
32,1,32,0.6165,2,256,0.4952,0,2,,0,,gcc.trace.txt
16,4,32,,1,128,,2,2,,,,gcc.trace.txt
16,8,64,,4,512,,0,1,,,,gcc.trace.txt
32,1,64,,2,0,,0,0,,,,gcc.trace.txt
32,4,8,,4,128,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,0,0,,0,,gcc.trace.txt
32,2,16384,0.0338,0,0,0.0,0,0,,0,,gcc.trace.txt
16,8,16,,4,128,,2,1,,,,gcc.trace.txt
16,1,64,,1,0,,2,0,,,,gcc.trace.txt
32,8,32,,1,128,,2,0,,,,gcc.trace.txt
16,1,16,0.6836,8,256,0.3769,2,1,,0,,gcc.trace.txt
16,2,16,,1,0,,1,1,,,,gcc.trace.txt
16,2,64,0.4721,2,512,0.4481,2,0,,0,,gcc.trace.txt
16,1,8,,8,0,,1,0,,,,gcc.trace.txt
16,2,32,,1,0,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,4,512,0.3986,1,2,,0,,gcc.trace.txt
32,8,32,,2,256,,1,1,,,,gcc.trace.txt
32,4,8,,1,512,,0,0,,,,gcc.trace.txt
16,4,8,,4,128,,0,1,,,,gcc.trace.txt
32,1,8,,2,0,,1,1,,,,gcc.trace.txt
16,8,8,,4,0,,0,0,,,,gcc.trace.txt
16,4,64,0.4645,1,128,0.78,1,1,,0,,gcc.trace.txt
16,4,32,,1,0,,0,0,,,,gcc.trace.txt
16,1,8,,1,512,,0,2,,,,gcc.trace.txt
32,1,64,0.5338,4,512,0.3768,1,2,,0,,gcc.trace.txt
16,8,32,,2,256,,1,1,,,,gcc.trace.txt
16,2,8,,2,128,,2,2,,,,gcc.trace.txt
32,2,8192,0.0473,2,262144,0.5458,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,2,256,0.6009,2,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,0,0,,0,,gcc.trace.txt
32,2,8,,4,0,,0,1,,,,gcc.trace.txt
16,8,16384,0.0477,8,131072,0.9878,0,0,,0,,gcc.trace.txt
16,8,8,,8,256,,1,0,,,,gcc.trace.txt
32,8,16,,4,128,,2,1,,,,gcc.trace.txt
16,8,16384,0.0477,2,262144,0.9885,0,0,,0,,gcc.trace.txt
32,1,8,,1,512,,1,1,,,,gcc.trace.txt
16,8,32,,1,128,,2,0,,,,gcc.trace.txt
32,2,8192,0.0473,8,131072,0.5454,0,0,,0,,gcc.trace.txt
32,2,8,,1,256,,0,0,,,,gcc.trace.txt
32,1,16,,8,256,,2,1,,,,gcc.trace.txt
16,1,8,,4,128,,1,0,,,,gcc.trace.txt
16,8,8,,1,512,,1,1,,,,gcc.trace.txt
16,8,64,,2,0,,1,2,,,,gcc.trace.txt
32,2,64,,8,128,,1,0,,,,gcc.trace.txt
32,8,8,,4,128,,1,0,,,,gcc.trace.txt
16,1,32,0.5884,4,512,0.3365,2,1,,0,,gcc.trace.txt
32,2,8,,8,512,,0,1,,,,gcc.trace.txt
32,1,16,,1,512,,2,0,,,,gcc.trace.txt
32,1,8,,8,256,,1,0,,,,gcc.trace.txt
16,1,32,0.5884,2,256,0.4808,0,2,,0,,gcc.trace.txt
32,4,32,,1,128,,2,2,,,,gcc.trace.txt
16,4,64,,8,0,,0,0,,,,gcc.trace.txt
32,4,32,,2,0,,2,0,,,,gcc.trace.txt
32,4,4096,0.0599,8,262144,0.4309,0,0,,0,,gcc.trace.txt
16,1,4096,0.1102,8,131072,0.4275,0,0,,0,,gcc.trace.txt
16,2,8,,8,512,,1,2,,,,gcc.trace.txt
32,4,2048,0.0962,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
16,1,4096,0.1102,2,262144,0.4277,0,0,,0,,gcc.trace.txt
32,4,4096,0.0599,2,131072,0.4324,0,0,,0,,gcc.trace.txt
32,2,16,,2,128,,0,0,,,,gcc.trace.txt
32,8,8,,1,512,,0,2,,,,gcc.trace.txt
32,4,32,,4,512,,1,0,,,,gcc.trace.txt
32,1,1024,0.1935,2,524288,0.1335,0,0,,0,,gcc.trace.txt
32,4,32,,2,0,,0,0,,,,gcc.trace.txt
16,4,64,,8,0,,2,0,,,,gcc.trace.txt
32,1,16,,4,128,,1,2,,,,gcc.trace.txt
16,4,1024,0.1473,8,524288,0.3199,0,0,,0,,gcc.trace.txt
32,8,8,,1,512,,2,2,,,,gcc.trace.txt
32,2,16,,2,128,,2,0,,,,gcc.trace.txt
16,4,16,,1,512,,1,1,,,,gcc.trace.txt
32,8,16,,8,256,,1,2,,,,gcc.trace.txt
32,4,32768,0.0264,2,262144,0.9792,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,4,512,0.3365,0,1,,0,,gcc.trace.txt
32,8,32,,8,0,,1,2,,,,gcc.trace.txt
32,8,16,,8,0,,1,1,,,,gcc.trace.txt
16,2,32,0.5666,4,256,0.4635,1,0,,0,,gcc.trace.txt
32,2,16384,0.0338,2,524288,0.763,0,0,,0,,gcc.trace.txt
16,8,32,,4,0,,1,0,,,,gcc.trace.txt
32,2,16,,1,256,,1,1,,,,gcc.trace.txt
32,4,32,,1,128,,0,2,,,,gcc.trace.txt
32,4,32768,0.0264,8,131072,0.978,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,2,256,0.4808,2,2,,0,,gcc.trace.txt
16,4,8,,1,0,,1,0,,,,gcc.trace.txt
32,1,16,,1,512,,0,0,,,,gcc.trace.txt
32,2,8,,8,512,,2,1,,,,gcc.trace.txt
32,8,16,,4,128,,0,1,,,,gcc.trace.txt
32,2,8,,4,0,,2,1,,,,gcc.trace.txt
64,4,1024,0.1584,4,262144,0.0917,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,2,0,,0,,gcc.trace.txt
16,4,64,0.4645,2,256,0.6009,0,0,,0,,gcc.trace.txt
16,2,8,,2,128,,0,2,,,,gcc.trace.txt
32,1,16,,8,256,,0,1,,,,gcc.trace.txt
32,2,8,,1,256,,2,0,,,,gcc.trace.txt
32,2,16,,8,512,,1,0,,,,gcc.trace.txt
16,8,32,,1,128,,0,0,,,,gcc.trace.txt
16,1,8,,1,512,,2,2,,,,gcc.trace.txt
16,8,32,,4,512,,1,2,,,,gcc.trace.txt
16,4,32,,1,0,,2,0,,,,gcc.trace.txt
64,8,32768,0.015,8,524288,0.968,0,0,,0,,gcc.trace.txt
16,8,8,,4,0,,2,0,,,,gcc.trace.txt
32,1,64,0.5338,2,256,0.5719,1,1,,0,,gcc.trace.txt
16,4,16,,8,256,,1,0,,,,gcc.trace.txt
32,2,8,,2,128,,1,1,,,,gcc.trace.txt
16,2,64,0.4721,2,512,0.4481,0,0,,0,,gcc.trace.txt
32,8,32,,4,512,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,2,256,0.5695,1,1,,0,,gcc.trace.txt
16,4,8,,4,128,,2,1,,,,gcc.trace.txt
32,4,16,,8,256,,1,0,,,,gcc.trace.txt
32,4,8,,1,512,,2,0,,,,gcc.trace.txt
32,4,4096,0.0599,8,16384,0.4598,0,0,,0,,gcc.trace.txt
16,8,16,,4,128,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,2,0,,0,,gcc.trace.txt
64,4,2048,0.1033,4,524288,0.1406,0,0,,0,,gcc.trace.txt
64,2,4096,0.0784,2,262144,0.1855,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,8,256,0.3769,0,1,,0,,gcc.trace.txt
64,2,4096,0.0784,8,131072,0.1852,0,0,,0,,gcc.trace.txt
16,4,8192,0.0595,4,524288,0.7928,0,0,,0,,gcc.trace.txt
16,2,16,,8,512,,1,0,,,,gcc.trace.txt
32,8,32,,1,128,,0,0,,,,gcc.trace.txt
16,1,64,,1,0,,0,0,,,,gcc.trace.txt
64,8,32768,0.015,0,0,0.0,0,0,,0,,gcc.trace.txt
16,8,64,,2,256,,0,2,,,,gcc.trace.txt
32,1,32,0.6165,4,512,0.3262,0,1,,0,,gcc.trace.txt
32,1,16,,4,0,,0,1,,,,gcc.trace.txt
32,1,32,,4,0,,0,2,,,,gcc.trace.txt
32,2,32,,4,256,,1,0,,,,gcc.trace.txt
32,1,64,,2,0,,2,0,,,,gcc.trace.txt
16,8,64,,4,512,,2,1,,,,gcc.trace.txt
16,4,32,,1,128,,0,2,,,,gcc.trace.txt
16,2,16,,1,256,,1,1,,,,gcc.trace.txt
32,1,32,0.6165,2,256,0.4952,2,2,,0,,gcc.trace.txt
16,1,16,0.6836,1,512,0.359,0,0,,0,,gcc.trace.txt
16,1,32,,8,0,,0,0,,,,gcc.trace.txt
16,2,8,,1,0,,0,2,,,,gcc.trace.txt
16,4,32,,4,512,,1,0,,,,gcc.trace.txt
32,1,2048,0.1477,2,262144,0.1749,0,0,,0,,gcc.trace.txt
32,2,16,,2,0,,1,1,,,,gcc.trace.txt
64,4,8192,0.0386,8,262144,0.3763,0,0,,0,,gcc.trace.txt
16,4,2048,0.1062,2,131072,0.4443,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,4,128,0.5117,1,2,,0,,gcc.trace.txt
32,2,32,,2,0,,1,2,,,,gcc.trace.txt
16,4,2048,0.1062,8,262144,0.4437,0,0,,0,,gcc.trace.txt
16,2,16,,2,128,,2,0,,,,gcc.trace.txt
64,4,8192,0.0386,2,131072,0.3789,0,0,,0,,gcc.trace.txt
32,4,8,,8,256,,2,1,,,,gcc.trace.txt
32,1,2048,0.1477,8,131072,0.1748,0,0,,0,,gcc.trace.txt
32,2,1024,0.156,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,8,16,,8,256,,1,2,,,,gcc.trace.txt
32,4,16,,1,512,,1,1,,,,gcc.trace.txt
32,8,8,,2,256,,1,2,,,,gcc.trace.txt
16,8,32,,8,256,,0,0,,,,gcc.trace.txt
16,4,16,,2,256,,2,1,,,,gcc.trace.txt
32,2,8,,8,128,,2,0,,,,gcc.trace.txt
32,1,1024,0.1935,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,16,,1,128,,0,1,,,,gcc.trace.txt
16,1,32,0.5884,4,128,0.5946,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,8,256,0.529,2,0,,0,,gcc.trace.txt
32,1,8,,8,0,,0,0,,,,gcc.trace.txt
16,4,16,,4,512,,0,2,,,,gcc.trace.txt
32,2,16,,2,512,,2,1,,,,gcc.trace.txt
16,1,32,0.5884,1,512,0.4171,1,2,,0,,gcc.trace.txt
16,2,8192,0.0638,2,262144,0.7394,0,0,,0,,gcc.trace.txt
64,2,2048,0.1158,8,131072,0.1253,0,0,,0,,gcc.trace.txt
16,8,8,,4,512,,2,2,,,,gcc.trace.txt
16,4,16,,1,128,,1,0,,,,gcc.trace.txt
32,4,32,,4,128,,1,1,,,,gcc.trace.txt
32,2,16,,4,256,,0,2,,,,gcc.trace.txt
64,2,2048,0.1158,2,262144,0.1255,0,0,,0,,gcc.trace.txt
16,2,8192,0.0638,8,131072,0.7391,0,0,,0,,gcc.trace.txt
64,4,4096,0.0619,4,524288,0.2346,0,0,,0,,gcc.trace.txt
16,8,8,,2,256,,0,1,,,,gcc.trace.txt
16,8,16,,1,0,,0,0,,,,gcc.trace.txt
32,2,8,,2,512,,1,0,,,,gcc.trace.txt
32,8,16,,1,128,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,8,512,0.343,0,2,,0,,gcc.trace.txt
16,1,1024,1.0,0,0,0.0,4,2,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/stream_trace.txt,0,stream_prefetch_buffers,stream.trace.txt
32,1,8,,2,256,,0,1,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,0,1,,0,,gcc.trace.txt
32,8,16,,2,0,,2,0,,,,gcc.trace.txt
32,1,8,,4,512,,2,2,,,,gcc.trace.txt
32,1,4096,0.1002,8,131072,0.2578,0,0,,0,,gcc.trace.txt
16,4,4096,0.0755,8,262144,0.6239,0,0,,0,,gcc.trace.txt
32,4,32,,8,256,,0,2,,,,gcc.trace.txt
32,2,16,,8,128,,1,1,,,,gcc.trace.txt
16,2,8,,4,256,,2,0,,,,gcc.trace.txt
16,8,32,,1,512,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,4,128,0.7537,2,2,,0,,gcc.trace.txt
16,4,64,,2,0,,1,1,,,,gcc.trace.txt
16,1,8,,2,256,,1,2,,,,gcc.trace.txt
32,8,16,,4,512,,0,0,,,,gcc.trace.txt
16,4,4096,0.0755,2,131072,0.6248,0,0,,0,,gcc.trace.txt
32,1,4096,0.1002,2,262144,0.258,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,512,0.4971,2,1,,0,,gcc.trace.txt
16,2,32,,4,0,,2,1,,,,gcc.trace.txt
16,2,16,,8,128,,1,1,,,,gcc.trace.txt
32,8,32,,1,512,,0,1,,,,gcc.trace.txt
32,4,8,,2,256,,1,0,,,,gcc.trace.txt
16,4,32,,8,256,,0,2,,,,gcc.trace.txt
16,2,16,,4,0,,2,2,,,,gcc.trace.txt
16,8,16,,4,512,,0,0,,,,gcc.trace.txt
16,2,1024,0.16,4,131072,0.2945,0,0,,0,,gcc.trace.txt
32,2,16,,8,0,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,1,512,0.4942,2,1,,0,,gcc.trace.txt
32,4,16384,0.0283,4,262144,0.9117,0,0,,0,,gcc.trace.txt
32,4,8,,1,0,,2,0,,,,gcc.trace.txt
16,4,8,,4,512,,2,0,,,,gcc.trace.txt
16,8,16,,1,128,,1,2,,,,gcc.trace.txt
32,2,32,,8,512,,0,2,,,,gcc.trace.txt
32,1,64,,8,0,,1,1,,,,gcc.trace.txt
32,4,8,,1,128,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,2,128,0.7765,0,1,,0,,gcc.trace.txt
32,2,32768,0.0288,4,524288,0.8962,0,0,,0,,gcc.trace.txt
16,2,16,,2,512,,2,1,,,,gcc.trace.txt
32,1,16,,1,0,,1,2,,,,gcc.trace.txt
32,1,32,0.6165,1,512,0.4304,1,2,,0,,gcc.trace.txt
32,1,32,,1,0,,1,1,,,,gcc.trace.txt
32,4,16,,1,128,,1,0,,,,gcc.trace.txt
16,2,16,,4,256,,0,2,,,,gcc.trace.txt
16,4,32,,4,128,,1,1,,,,gcc.trace.txt
64,2,1024,0.1714,2,524288,0.0847,0,0,,0,,gcc.trace.txt
16,2,8,,4,0,,1,1,,,,gcc.trace.txt
32,8,32,,8,256,,0,0,,,,gcc.trace.txt
16,8,64,,4,128,,2,0,,,,gcc.trace.txt
32,4,16,,2,256,,2,1,,,,gcc.trace.txt
16,1,1024,0.1922,0,0,0.0,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,1,128,0.5884,0,1,,0,,gcc.trace.txt
32,1,32,0.6165,4,128,0.6518,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,8,256,0.5219,2,0,,0,,gcc.trace.txt
16,1,8,,2,0,,0,1,,,,gcc.trace.txt
32,8,8,,4,0,,1,0,,,,gcc.trace.txt
32,4,16,,4,512,,0,2,,,,gcc.trace.txt
32,1,32,0.6165,4,128,0.6518,1,0,,0,,gcc.trace.txt
16,2,64,0.4721,8,512,0.4116,2,1,,0,,gcc.trace.txt
32,8,8,,4,0,,0,0,,,,gcc.trace.txt
32,4,16,,4,512,,1,2,,,,gcc.trace.txt
16,1,8,,2,0,,1,1,,,,gcc.trace.txt
32,8,32,,8,256,,1,0,,,,gcc.trace.txt
16,1,16,0.6836,1,128,0.5884,1,1,,0,,gcc.trace.txt
32,2,32,,2,128,,2,2,,,,gcc.trace.txt
16,4,32,,4,128,,0,1,,,,gcc.trace.txt
16,2,16,,4,256,,1,2,,,,gcc.trace.txt
16,8,64,,1,512,,2,2,,,,gcc.trace.txt
16,2,8,,4,0,,0,1,,,,gcc.trace.txt
32,1,32,0.6165,1,512,0.4304,0,2,,0,,gcc.trace.txt
32,1,16,,1,0,,0,2,,,,gcc.trace.txt
32,4,16,,1,128,,0,0,,,,gcc.trace.txt
16,1,16,0.6836,2,256,0.4138,2,0,,0,,gcc.trace.txt
32,1,32,,1,0,,0,1,,,,gcc.trace.txt
32,1,16384,0.0461,4,524288,0.5602,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,2,128,0.7765,1,1,,0,,gcc.trace.txt
32,2,32,,8,512,,1,2,,,,gcc.trace.txt
16,8,16,,1,128,,0,2,,,,gcc.trace.txt
16,1,32,,2,0,,2,1,,,,gcc.trace.txt
32,1,64,,8,0,,0,1,,,,gcc.trace.txt
16,1,16,,2,0,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,1,256,0.6241,2,0,,0,,gcc.trace.txt
16,8,16,,4,512,,1,0,,,,gcc.trace.txt
16,4,8,,1,128,,2,2,,,,gcc.trace.txt
32,2,1024,0.156,4,524288,0.1655,0,0,,0,,gcc.trace.txt
32,4,8,,2,256,,0,0,,,,gcc.trace.txt
16,4,32,,8,256,,1,2,,,,gcc.trace.txt
32,8,32,,1,512,,1,1,,,,gcc.trace.txt
16,2,16,,8,128,,0,1,,,,gcc.trace.txt
32,2,64,0.5039,1,256,0.6437,2,0,,0,,gcc.trace.txt
16,1,4096,0.1102,8,524288,0.4275,0,0,,0,,gcc.trace.txt
32,8,16,,4,512,,1,0,,,,gcc.trace.txt
16,1,8,,2,256,,0,2,,,,gcc.trace.txt
32,4,16,,8,0,,2,2,,,,gcc.trace.txt
16,4,64,,2,0,,0,1,,,,gcc.trace.txt
32,4,32,,8,0,,2,1,,,,gcc.trace.txt
16,4,16,,4,0,,2,0,,,,gcc.trace.txt
32,4,4096,0.0599,2,524288,0.4309,0,0,,0,,gcc.trace.txt
16,1,8,,4,512,,2,1,,,,gcc.trace.txt
32,2,2048,0.1071,4,262144,0.241,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,8,32768,0.6181,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
16,8,32,,1,512,,1,1,,,,gcc.trace.txt
32,2,16,,8,128,,0,1,,,,gcc.trace.txt
32,4,32,,8,256,,1,2,,,,gcc.trace.txt
32,1,8,,1,128,,2,0,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,1,1,,0,,gcc.trace.txt
16,4,64,0.4645,1,512,0.5158,2,0,,0,,gcc.trace.txt
32,2,8,,2,512,,0,0,,,,gcc.trace.txt
16,2,32,0.5666,8,512,0.343,1,2,,0,,gcc.trace.txt
32,8,16,,1,128,,0,2,,,,gcc.trace.txt
32,1,8,,2,256,,1,1,,,,gcc.trace.txt
32,2,8,,1,0,,2,2,,,,gcc.trace.txt
32,2,16,,4,256,,1,2,,,,gcc.trace.txt
32,4,32,,4,128,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,8,256,0.5548,2,1,,0,,gcc.trace.txt
16,8,16,,1,0,,1,0,,,,gcc.trace.txt
16,8,8,,2,256,,1,1,,,,gcc.trace.txt
16,8,16384,0.0477,8,524288,0.9878,0,0,,0,,gcc.trace.txt
32,1,32768,0.0377,0,0,0.0,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,1,512,0.4171,0,2,,0,,gcc.trace.txt
64,1,4096,0.1021,4,262144,0.1422,0,0,,0,,gcc.trace.txt
16,4,16,,1,128,,0,0,,,,gcc.trace.txt
32,2,8192,0.0473,8,524288,0.5454,0,0,,0,,gcc.trace.txt
32,1,16,,2,256,,2,0,,,,gcc.trace.txt
32,2,524288,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,1,8,,8,0,,1,0,,,,gcc.trace.txt
16,1,32,0.5884,4,128,0.5946,1,0,,0,,gcc.trace.txt
32,8,8,,4,512,,2,1,,,,gcc.trace.txt
32,1,262144,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,4,16,,4,512,,1,2,,,,gcc.trace.txt
16,8,8,,1,128,,2,0,,,,gcc.trace.txt
32,8,8,,2,256,,0,2,,,,gcc.trace.txt
16,8,32,,8,256,,1,0,,,,gcc.trace.txt
32,1,16,,1,128,,1,1,,,,gcc.trace.txt
16,2,32,0.5666,2,128,0.6525,2,2,,0,,gcc.trace.txt
64,1,8192,0.0658,8,524288,0.2206,0,0,,0,,gcc.trace.txt
32,2,64,,4,0,,2,0,,,,gcc.trace.txt
32,2,4096,0.0753,4,262144,0.343,0,0,,0,,gcc.trace.txt
32,4,2048,0.0962,2,524288,0.2683,0,0,,0,,gcc.trace.txt
32,4,16,,1,512,,0,1,,,,gcc.trace.txt
16,8,16,,8,256,,0,2,,,,gcc.trace.txt
16,1,2048,0.1506,8,524288,0.313,0,0,,0,,gcc.trace.txt
32,2,16,,2,0,,0,1,,,,gcc.trace.txt
16,4,32,,4,512,,0,0,,,,gcc.trace.txt
16,2,64,,8,0,,2,2,,,,gcc.trace.txt
32,2,32,,2,0,,0,2,,,,gcc.trace.txt
16,1,16,0.6836,4,128,0.5117,0,2,,0,,gcc.trace.txt
16,2,16,,1,256,,0,1,,,,gcc.trace.txt
16,4,32,,1,128,,1,2,,,,gcc.trace.txt
16,1,32,,8,0,,1,0,,,,gcc.trace.txt
